Branch,Season,Type,Sample,Temp,Turbidity,Colour,pH,Alkalinity,Hardness,Iron,Ammonia,Chloride
Bansbari,Autumn,Dug well,Un-treated,29.40,1.90,2.12,6.40,129.00,208.00,0.10,15.32,65.25
Bansbari,Autumn,Dug well,Un-treated,28.10,6.60,5.62,6.80,221.00,351.00,1.00,0.44,57.36
Bansbari,Autumn,Dug well,Un-treated,26.50,3.60,2.22,8.60,221.00,211.00,3.10,3.01,61.02
Bansbari,Autumn,Dug well,Un-treated,26.70,4.30,3.87,8.60,214.00,391.00,2.00,0.01,65.12
Chhetrapati,Autumn,Dug well,Un-treated,26.60,2.10,1.07,8.60,183.00,578.00,2.00,6.04,66.19
Chhetrapati,Autumn,Dug well,Un-treated,28.40,2.20,1.02,8.60,131.00,85.00,0.30,11.93,44.98
Chhetrapati,Autumn,Dug well,Un-treated,29.10,2.50,2.01,7.30,189.00,161.00,1.30,12.11,51.61
Chhetrapati,Autumn,Dug well,Un-treated,26.70,3.20,3.02,6.50,92.00,95.00,1.40,139.52,56.98
Chhetrapati,Autumn,Dug well,Un-treated,25.80,4.10,1.01,8.60,91.00,542.00,2.10,142.51,50.12
Chhetrapati,Autumn,Dug well,Un-treated,26.00,2.90,3.02,8.20,1113.00,522.00,0.30,176.32,61.98
Chhetrapati,Autumn,Dug well,Un-treated,27.40,1.40,2.01,8.20,163.00,211.00,0.50,12.33,73.94
Chhetrapati,Autumn,Dug well,Un-treated,28.30,1.80,1.02,7.30,562.00,192.00,0.30,16.12,87.14
Chhetrapati,Autumn,Dug well,Un-treated,29.50,3.20,1.05,6.50,173.00,391.00,2.00,73.53,70.90
Chhetrapati,Autumn,Dug well,Un-treated,28.60,2.50,2.03,8.40,173.00,186.00,0.20,16.16,65.90
Chhetrapati,Autumn,Dug well,Un-treated,27.60,3.50,2.09,7.90,199.00,293.00,1.30,16.31,76.54
Chhetrapati,Autumn,Dug well,Un-treated,27.80,1.20,3.01,6.90,193.00,271.00,0.20,12.15,41.98
Chhetrapati,Autumn,Dug well,Un-treated,28.60,6.20,5.05,7.80,149.00,80.00,1.10,3.87,34.13
Chhetrapati,Autumn,Dug well,Un-treated,27.90,2.50,1.09,7.50,199.00,90.00,1.00,5.64,65.12
Chhetrapati,Autumn,Dug well,Un-treated,25.60,4.10,2.07,7.60,143.00,69.00,1.40,14.51,56.90
