Branch,Season,Type,Sample,Temp,Turbidity,Colour,pH,Alkalinity,Hardness,Iron,Ammonia,Chloride
Bansbari,Winter,Tube-well,Un-treated,20.50,2.10,1.23,8.30,81.00,120.00,2.00,38.11,70.13
Chhetrapati,Winter,Tube-well,Un-treated,21.20,7.40,0.74,6.50,231.00,128.00,4.10,40.11,53.57
Chhetrapati,Winter,Tube-well,Un-treated,22.10,1.20,0.56,7.10,311.00,318.00,0.20,14.83,65.12
Chhetrapati,Winter,Tube-well,Un-treated,19.90,2.10,1.21,8.10,154.00,80.00,3.60,3.01,61.39
Chhetrapati,Winter,Tube-well,Un-treated,19.10,3.30,2.32,5.50,84.00,90.00,0.50,10.12,53.17
Chhetrapati,Winter,Tube-well,Un-treated,21.20,3.20,0.76,7.50,84.00,93.00,0.70,16.50,54.12
Chhetrapati,Winter,Tube-well,Un-treated,23.10,1.20,0.32,8.30,89.00,141.00,2.50,17.12,62.12
Chhetrapati,Winter,Tube-well,Un-treated,21.10,2.10,2.22,5.30,252.00,211.00,2.20,19.11,63.13
Chhetrapati,Winter,Tube-well,Un-treated,20.10,1.30,1.29,6.50,259.00,60.00,2.10,10.12,64.12
Chhetrapati,Winter,Tube-well,Un-treated,21.10,6.90,8.21,5.50,150.00,91.00,3.10,12.14,54.18
Chhetrapati,Winter,Tube-well,Un-treated,18.90,1.20,1.23,6.50,93.00,83.00,0.40,18.11,56.15
Chhetrapati,Winter,Tube-well,Un-treated,18.50,2.10,0.23,7.50,95.00,51.00,1.00,12.11,59.14
Chhetrapati,Winter,Tube-well,Un-treated,19.80,3.20,1.23,6.50,113.00,131.00,0.10,12.19,60.12
Chhetrapati,Winter,Tube-well,Un-treated,20.20,2.10,2.34,7.50,145.00,311.00,0.50,10.13,53.12
Chhetrapati,Winter,Tube-well,Un-treated,21.10,4.40,3.22,7.10,161.00,112.00,0.30,18.13,56.12
Chhetrapati,Winter,Tube-well,Un-treated,20.80,3.30,2.12,7.20,210.00,131.00,0.60,19.12,54.12
Tripureshwor,Winter,Dug well,Un-treated,23.10,2.60,0.19,8.60,163.00,598.00,3.60,10.32,63.02
Tripureshwor,Winter,Dug well,Un-treated,21.60,3.20,2.31,8.10,97.00,530.00,3.00,3.04,58.19
Tripureshwor,Winter,Dug well,Un-treated,18.20,1.20,1.21,8.00,87.00,302.00,3.00,128.04,88.21
Tripureshwor,Winter,Dug well,Un-treated,19.90,2.10,3.21,8.70,112.00,102.00,1.50,112.08,61.11
Tripureshwor,Winter,Dug well,Un-treated,20.30,4.30,3.21,8.30,586.00,601.00,3.10,19.02,63.12
Tripureshwor,Winter,Dug well,Un-treated,21.10,6.40,8.30,8.90,912.00,135.00,3.10,21.01,78.01
Tripureshwor,Winter,Dug well,Un-treated,21.90,1.20,1.20,8.70,123.00,110.00,3.00,121.88,91.12
Tripureshwor,Winter,Dug well,Un-treated,21.60,2.20,0.92,8.10,142.00,98.00,2.10,123.53,93.80
Tripureshwor,Winter,Dug well,Un-treated,19.90,3.30,2.29,8.60,156.00,91.00,2.00,111.02,91.18
Tripureshwor,Winter,Dug well,Un-treated,18.90,4.20,3.23,8.50,1159.00,76.00,3.20,88.05,60.56
Tripureshwor,Winter,Dug well,Un-treated,18.10,12.20,11.22,8.60,1011.00,118.00,3.00,90.12,62.71
Tripureshwor,Winter,Dug well,Un-treated,21.20,2.10,0.98,8.70,81.00,136.00,3.10,81.80,72.18
Tripureshwor,Winter,Dug well,Un-treated,22.10,1.90,0.78,8.80,91.00,171.00,3.00,10.12,72.81
Tripureshwor,Winter,Dug well,Un-treated,21.50,2.30,1.22,8.60,93.00,190.00,2.00,19.13,81.21
Tripureshwor,Winter,Dug well,Un-treated,19.90,3.20,2.33,8.00,80.00,103.00,3.00,16.15,63.12
Baneshwor,Winter,Dug well,Un-treated,21.20,2.90,1.06,8.60,1011.00,602.00,3.40,118.11,61.31
Baneshwor,Winter,Dug well,Un-treated,20.10,3.20,2.03,8.70,144.00,107.00,3.00,96.33,51.20
Baneshwor,Winter,Dug well,Un-treated,19.10,4.30,1.23,8.10,163.00,90.00,2.10,77.11,56.44
Baneshwor,Winter,Dug well,Un-treated,19.80,1.10,2.12,5.60,182.00,111.00,2.30,10.12,60.31
Baneshwor,Winter,Dug well,Un-treated,20.20,2.10,4.22,5.30,87.00,121.00,3.40,3.12,49.12
Baneshwor,Winter,Dug well,Un-treated,20.90,4.20,2.54,7.90,92.00,93.00,1.20,4.16,56.33
Baneshwor,Winter,Dug well,Un-treated,18.70,8.10,8.09,7.10,143.00,83.00,2.40,9.11,58.33
Baneshwor,Winter,Dug well,Un-treated,19.10,1.90,1.08,8.60,111.00,87.00,3.10,9..01,53.44
Baneshwor,Winter,Dug well,Un-treated,18.90,2.10,1.32,8.70,131.00,85.00,0.50,117.11,69.11
Baneshwor,Winter,Dug well,Un-treated,19.80,3.30,1.33,8.30,149.00,87.00,0.70,102.13,75.23
Baneshwor,Winter,Dug well,Un-treated,21.10,4.30,2.11,8.00,156.00,93.00,3.00,151.11,75.33
Baneshwor,Winter,Dug well,Un-treated,22.10,2.30,1.29,8.10,183.00,94.00,2.50,161.33,53.11
Baneshwor,Winter,Dug well,Un-treated,20.10,6.60,6.22,8.10,201.00,93.00,2.10,172.11,62.33
Baneshwor,Winter,Dug well,Un-treated,19.70,3.20,1.23,6.50,302.00,63.00,2.30,182.33,72.11
Baneshwor,Winter,Dug well,Un-treated,18.80,2.30,1.23,6.30,313.00,69.00,1.00,10.77,70.12
Bansbari,Winter,Dug well,Un-treated,21.10,2.90,1.04,6.80,244.00,318.00,4.70,36.05,65.02
Bansbari,Winter,Dug well,Un-treated,22.10,1.20,1.02,7.80,233.00,347.00,3.40,38.06,63.10
Bansbari,Winter,Dug well,Un-treated,19.90,2.30,1.11,7.10,211.00,341.00,3.10,22.16,53.12
Bansbari,Winter,Dug well,Un-treated,18.90,2.30,2.12,7.20,95.00,246.00,0.30,21.06,47.11
Bansbari,Winter,Dug well,Un-treated,18.40,1.30,2.12,7.90,113.00,231.00,3.10,11.08,48.13
Bansbari,Winter,Dug well,Un-treated,20.10,4.20,3.22,8.30,144.00,242.00,0.10,10.03,52.43
Bansbari,Winter,Dug well,Un-treated,21.90,1.20,1.22,6.90,310.00,198.00,0.40,3.04,55.43
Bansbari,Winter,Dug well,Un-treated,22.10,2.10,2.98,7.20,298.00,302.00,0.30,8.04,63.03
Bansbari,Winter,Dug well,Un-treated,23.20,2.90,2.11,6.50,171.00,391.00,0.10,7.03,64.33
Bansbari,Winter,Dug well,Un-treated,23.10,1.20,2.10,7.20,201.00,128.00,0.10,4.04,61.31
Bansbari,Winter,Dug well,Un-treated,19.90,8.20,9.90,7.40,301.00,119.00,0.20,7.42,53.10
Bansbari,Winter,Dug well,Un-treated,18.80,1.10,2.22,7.40,109.00,201.00,0.10,7.32,63.11
Bansbari,Winter,Dug well,Un-treated,19.80,2.20,1.22,7.80,211.00,311.00,1.00,4.44,66.12
Bansbari,Winter,Dug well,Un-treated,21.10,7.30,8.10,8.90,321.00,201.00,3.10,3.01,69.12
Bansbari,Winter,Dug well,Un-treated,21.10,1.20,1.20,8.60,314.00,301.00,2.00,12.01,60.13
Chhetrapati,Winter,Dug well,Un-treated,20.70,2.20,2.09,8.60,153.00,78.00,3.00,5.04,61.39
Chhetrapati,Winter,Dug well,Un-treated,20.10,3.20,1.07,8.70,131.00,81.00,0.50,10.93,53.97
Chhetrapati,Winter,Dug well,Un-treated,19.90,1.90,1.33,8.30,89.00,61.00,2.30,11.11,58.33
Chhetrapati,Winter,Dug well,Un-treated,18.90,2.70,2.34,8.50,92.00,92.00,2.40,129.52,62.61
Chhetrapati,Winter,Dug well,Un-treated,18.30,4.30,2.54,8.00,91.00,442.00,3.10,152.51,51.31
Chhetrapati,Winter,Dug well,Un-treated,18.70,2.70,2.98,8.30,1013.00,562.00,0.90,166.31,71.22
Chhetrapati,Winter,Dug well,Un-treated,17.80,1.30,1.22,8.50,153.00,201.00,0.50,112.33,83.11
Chhetrapati,Winter,Dug well,Un-treated,19.90,9.30,7.22,5.30,563.00,102.00,0.90,116.12,85.11
Chhetrapati,Winter,Dug well,Un-treated,18.90,2.10,1.22,6.50,163.00,301.00,2.00,83.53,69.95
Chhetrapati,Winter,Dug well,Un-treated,20.10,2.30,3.44,8.20,183.00,86.00,2.00,15.16,70.12
Chhetrapati,Winter,Dug well,Un-treated,22.10,4.50,1.09,7.50,189.00,93.00,2.30,19.31,48.12
Chhetrapati,Winter,Dug well,Un-treated,21.20,6.70,1.23,6.50,113.00,71.00,0.20,10.15,48.11
Chhetrapati,Winter,Dug well,Un-treated,22.10,4.30,4.34,7.50,140.00,81.00,3.10,3.81,41.13
Chhetrapati,Winter,Dug well,Un-treated,20.10,2.20,2.33,6.50,191.00,95.00,2.00,5.61,56.14
Chhetrapati,Winter,Dug well,Un-treated,19.20,1.20,1.34,7.50,141.00,63.00,2.40,13.51,60.12
Tripureshwor,Autumn,Tap water,Treated,26.50,2.90,2.09,8.10,123.00,188.00,0.60,0.19,11.89
Tripureshwor,Autumn,Tap water,Treated,26.40,2.80,1.01,7.30,142.00,201.00,0.30,0.61,15.18
Tripureshwor,Autumn,Tap water,Treated,27.40,1.90,2.03,7.80,154.00,198.00,0.00,0.12,14.12
Tripureshwor,Autumn,Tap water,Treated,25.80,3.90,2.04,7.90,144.00,222.00,0.30,0.31,18.54
Tripureshwor,Autumn,Tap water,Treated,26.50,4.10,1.06,8.60,183.00,336.00,0.70,0.39,78.19
Tripureshwor,Autumn,Tap water,Treated,27.30,2.40,0.09,8.10,116.00,301.00,0.10,0.58,98.11
Tripureshwor,Autumn,Tap water,Treated,28.20,3.70,0.98,7.10,156.00,202.00,0.10,0.61,78.91
Tripureshwor,Autumn,Tap water,Treated,27.20,2.20,1.08,8.50,176.00,208.00,0.60,0.26,96.11
Tripureshwor,Autumn,Tap water,Treated,25.10,4.20,2.01,7.10,134.00,198.00,0.30,0.36,87.66
Tripureshwor,Autumn,Tap water,Treated,26.60,2.10,3.01,7.90,177.00,166.00,0.30,0.56,91.66
Tripureshwor,Autumn,Tap water,Treated,27.40,4.20,0.09,6.70,188.00,177.00,0.10,0.31,77.98
Tripureshwor,Autumn,Tap water,Treated,28.20,1.10,0.03,6.50,175.00,211.00,0.20,0.51,87.11
Tripureshwor,Autumn,Tap water,Treated,27.50,4.30,1.01,7.10,154.00,186.00,0.20,0.37,98.14
Tripureshwor,Autumn,Tap water,Treated,28.60,2.30,0.09,7.60,55.00,176.00,0.10,0.36,15.11
Tripureshwor,Autumn,Tap water,Treated,25.50,2.20,1.03,6.70,198.00,126.00,0.10,0.32,66.98
Baneshwor,Autumn,Tap water,Treated,27.20,1.10,0.16,6.10,208.00,322.00,0.40,0.18,16.87
Baneshwor,Autumn,Tap water,Treated,28.20,1.01,1.02,6.60,211.00,111.00,0.50,2.17,15.90
Baneshwor,Autumn,Tap water,Treated,25.30,2.10,2.01,7.30,213.00,123.00,0.30,0.36,16.80
Baneshwor,Autumn,Tap water,Treated,25.30,1.20,1.09,7.40,111.00,212.00,0.20,0.29,90.90
Baneshwor,Autumn,Tap water,Treated,26.40,2.10,0.90,6.50,178.00,112.00,0.20,0.38,81.56
Baneshwor,Autumn,Tap water,Treated,28.60,3.10,0.16,7.30,128.00,223.00,0.10,3.15,56.87
Baneshwor,Autumn,Tap water,Treated,27.20,1.30,1.18,6.50,212.00,443.00,0.40,0.26,78.60
Baneshwor,Autumn,Tap water,Treated,26.30,2.10,2.19,7.10,99.00,233.00,0.30,0.78,14.88
Baneshwor,Autumn,Tap water,Treated,25.50,1.10,1.02,6.50,133.00,88.00,0.10,0.68,27.99
Baneshwor,Autumn,Tap water,Treated,25.70,3.10,1.12,7.90,162.00,112.00,0.40,0.82,29.22
Baneshwor,Autumn,Tap water,Treated,25.40,2.10,0.98,7.50,155.00,145.00,0.30,1.11,18.88
Baneshwor,Autumn,Tap water,Treated,26.10,1.30,1.13,7.20,179.00,212.00,0.10,2.10,81.79
Baneshwor,Autumn,Tap water,Treated,28.20,2.10,2.12,7.40,166.00,334.00,0.70,1.11,80.90
Baneshwor,Autumn,Tap water,Treated,26.20,2.30,1.15,6.40,191.00,222.00,0.40,2.12,77.22
Baneshwor,Autumn,Tap water,Treated,27.10,1.90,1.11,6.10,188.00,333.00,0.10,2.11,18.98
Bansbari,Autumn,Tap water,Treated,28.20,1.08,0.12,6.70,108.00,122.00,0.30,0.02,14.78
Bansbari,Autumn,Tap water,Treated,29.10,1.04,0.16,7.50,209.00,222.00,0.20,2.66,19.12
Bansbari,Autumn,Tap water,Treated,28.70,2.01,1.09,8.30,123.00,132.00,0.20,2.41,28.12
Bansbari,Autumn,Tap water,Treated,29.10,1.09,0.98,6.10,212.00,213.00,0.30,4.01,20.98
Bansbari,Autumn,Tap water,Treated,28.70,2.01,1.19,6.90,211.00,309.00,0.10,0.44,56.66
Bansbari,Autumn,Tap water,Treated,27.80,2.01,0.90,7.50,191.00,113.00,0.30,0.45,78.09
Bansbari,Autumn,Tap water,Treated,28.40,3.12,0.26,7.90,195.00,21`,0.20,0.22,87.90
Bansbari,Autumn,Tap water,Treated,28.30,1.01,1.11,6.80,209.00,98.00,0.20,0.23,67.90
Bansbari,Autumn,Tap water,Treated,28.30,1.90,2.21,7.90,193.00,88.00,0.30,0.02,78.91
Bansbari,Autumn,Tap water,Treated,29.10,6.11,7.19,6.10,291.00,321.00,0.30,0.09,71.21
Bansbari,Autumn,Tap water,Treated,28.20,2.12,0.15,8.70,196.00,223.00,0.20,0.14,88.12
Bansbari,Autumn,Tap water,Treated,27.40,1.13,0.15,7.50,132.00,113.00,0.20,0.13,91.19
Bansbari,Autumn,Tap water,Treated,27.40,2.10,0.29,7.90,134.00,99.00,0.30,0.19,16.12
Bansbari,Autumn,Tap water,Treated,28.30,2.50,0.13,6.80,132.00,88.00,0.50,2.12,21.13
Bansbari,Autumn,Tap water,Treated,27.90,1.11,2.12,6.50,193.00,301.00,0.10,1.01,81.67
Chhetrapati,Autumn,Tap water,Treated,28.50,1.11,1.11,6.50,99.00,412.00,0.30,0.25,89.20
Chhetrapati,Autumn,Tap water,Treated,27.90,1.23,0.22,8.60,98.00,123.00,0.50,0.96,20.12
Chhetrapati,Autumn,Tap water,Treated,27.80,2.01,0.98,8.50,109.00,222.00,0.10,0.81,19.19
Chhetrapati,Autumn,Tap water,Treated,27.70,1.09,2.22,7.50,208.00,123.00,0.30,0.64,19.12
Chhetrapati,Autumn,Tap water,Treated,29.20,1.21,1.98,7.30,112.00,122.00,0.20,0.91,22.15
Chhetrapati,Autumn,Tap water,Treated,27.90,3.01,2.97,6.50,221.00,99.00,0.30,0.51,31.12
Chhetrapati,Autumn,Tap water,Treated,27.90,1.42,1.01,6.50,109.00,112.00,0.20,0.31,18.17
Chhetrapati,Autumn,Tap water,Treated,27.90,1.55,2.02,7.50,122.00,201.00,0.20,0.66,28.23
Chhetrapati,Autumn,Tap water,Treated,29.30,2.62,2.11,7.10,123.00,301.00,0.20,0.19,22.84
Chhetrapati,Autumn,Tap water,Treated,28.40,1.21,0.98,8.50,198.00,201.00,0.30,0.91,94.54
Chhetrapati,Autumn,Tap water,Treated,28.60,2.33,1.98,8.30,212.00,122.00,0.20,0.42,33.49
Chhetrapati,Autumn,Tap water,Treated,27.90,3.11,2.67,8.50,112.00,98.00,0.30,0.21,81.02
Chhetrapati,Autumn,Tap water,Treated,28.60,0.98,1.09,6.50,232.00,223.00,0.20,0.92,22.14
Chhetrapati,Autumn,Tap water,Treated,29.10,1.38,1.91,6.60,212.00,98.00,0.20,2.61,18.29
Chhetrapati,Autumn,Tap water,Treated,28.40,1.22,2.06,6.50,111.00,125.00,0.50,3.17,22.14
Tripureshwor,Autumn,Tube-well,Un-treated,24.80,2.20,0.10,8.80,222.00,291.00,1.70,10.54,63.44
Tripureshwor,Autumn,Tube-well,Un-treated,27.20,3.10,0.70,8.20,212.00,123.00,0.90,11.34,76.19
Tripureshwor,Autumn,Tube-well,Un-treated,23.40,2.10,0.70,8.40,312.00,321.00,3.10,12.44,69.12
Tripureshwor,Autumn,Tube-well,Un-treated,24.30,4.20,0.60,7.30,123.00,231.00,0.20,12.81,76.98
Tripureshwor,Autumn,Tube-well,Un-treated,25.40,1.30,1.10,6.50,212.00,98.00,2.50,10.22,65.77
Tripureshwor,Autumn,Tube-well,Un-treated,24.60,2.20,2.10,8.60,123.00,128.00,2.00,9.11,66.64
Tripureshwor,Autumn,Tube-well,Un-treated,26.10,1.10,1.40,5.50,132.00,99.00,0.90,4.83,76.34
Tripureshwor,Autumn,Tube-well,Un-treated,25.30,3.10,2.10,8.60,187.00,98.00,1.70,7.66,98.76
Tripureshwor,Autumn,Tube-well,Un-treated,25.40,2.10,3.10,6.50,112.00,101.00,1.00,3.31,44.98
Tripureshwor,Autumn,Tube-well,Un-treated,25.30,2.60,1.70,6.70,231.00,120.00,1.10,1.98,98.76
Tripureshwor,Autumn,Tube-well,Un-treated,23.40,3.10,1.90,8.60,211.00,129.00,1.00,1.48,98.33
Tripureshwor,Autumn,Tube-well,Un-treated,25.40,2.10,2.80,6.50,201.00,91.00,0.30,11.16,65.99
Tripureshwor,Autumn,Tube-well,Un-treated,25.40,4.10,4.60,6.50,211.00,212.00,0.20,11.86,34.89
Tripureshwor,Autumn,Tube-well,Un-treated,26.40,1.60,3.40,7.80,201.00,122.00,0.40,21.03,76.91
Tripureshwor,Autumn,Tube-well,Un-treated,23.40,2.90,2.10,8.50,101.00,201.00,0.20,11.61,15.78
Baneshwor,Autumn,Tube-well,Un-treated,28.40,2.10,1.10,7.50,210.00,431.00,2.00,23.44,77.67
Baneshwor,Autumn,Tube-well,Un-treated,29.10,1.10,2.40,8.60,251.00,263.00,2.40,33.23,77.87
Baneshwor,Autumn,Tube-well,Un-treated,25.90,4.20,3.90,8.60,286.00,285.00,1.50,1.09,33.98
Baneshwor,Autumn,Tube-well,Un-treated,29.30,3.40,2.30,8.70,299.00,290.00,0.10,10.22,13.21
Baneshwor,Autumn,Tube-well,Un-treated,28.60,5.50,6.30,7.80,101.00,230.00,0.50,14.23,22.12
Baneshwor,Autumn,Tube-well,Un-treated,27.80,2.20,1.10,6.50,103.00,571.00,0.30,11.52,92.42
Baneshwor,Autumn,Tube-well,Un-treated,28.40,1.10,2.10,6.50,122.00,281.00,0.30,10.11,29.11
Baneshwor,Autumn,Tube-well,Un-treated,29.50,2.10,1.90,7.30,119.00,143.00,1.20,11.09,83.19
Baneshwor,Autumn,Tube-well,Un-treated,28.60,3.10,2.30,6.50,89.00,383.00,1.00,11.45,69.12
Baneshwor,Autumn,Tube-well,Un-treated,28.80,6.10,7.10,7.60,219.00,256.00,0.30,16.22,83.12
Baneshwor,Autumn,Tube-well,Un-treated,29.60,2.10,1.10,6.70,155.00,201.00,0.10,11.09,51.18
Baneshwor,Autumn,Tube-well,Un-treated,30.10,1.20,3.20,6.90,136.00,161.00,0.20,21.90,79.12
Baneshwor,Autumn,Tube-well,Un-treated,29.10,3.10,1.20,6.80,121.00,143.00,0.30,11.56,83.20
Baneshwor,Autumn,Tube-well,Un-treated,28.10,3.40,3.20,8.30,210.00,199.00,0.20,9.11,83.11
Baneshwor,Autumn,Tube-well,Un-treated,29.60,2.10,1.20,8.50,117.00,121.00,0.20,11.98,99.11
Bansbari,Autumn,Tube-well,Un-treated,25.20,0.80,0.40,6.60,113.00,244.00,1.00,33.02,59.44
Bansbari,Autumn,Tube-well,Un-treated,27.30,2.40,0.90,6.90,111.00,411.00,0.30,14.95,70.12
Bansbari,Autumn,Tube-well,Un-treated,28.30,1.90,1.20,7.50,119.00,169.00,1.50,4.05,53.48
Bansbari,Autumn,Tube-well,Un-treated,28.40,6.10,5.90,8.50,192.00,184.00,1.60,14.91,76.87
Bansbari,Autumn,Tube-well,Un-treated,29.50,1.90,1.10,8.70,126.00,94.00,1.50,15.13,44.54
Bansbari,Autumn,Tube-well,Un-treated,27.10,2.20,0.90,8.10,184.00,98.00,0.30,23.14,65.32
Bansbari,Autumn,Tube-well,Un-treated,25.30,1.90,1.10,8.10,186.00,119.00,0.10,24.13,82.56
Bansbari,Autumn,Tube-well,Un-treated,28.90,3.10,2.10,6.50,211.00,70.00,0.20,13.60,55.19
Bansbari,Autumn,Tube-well,Un-treated,27.50,2.10,1.10,6.60,262.00,192.00,0.20,14.30,66.76
Bansbari,Autumn,Tube-well,Un-treated,29.30,1.10,1.50,6.20,216.00,193.00,1.10,28.12,56.23
Bansbari,Autumn,Tube-well,Un-treated,27.50,2.90,1.40,7.70,112.00,116.00,1.90,20.12,29.87
Bansbari,Autumn,Tube-well,Un-treated,26.40,2.10,1.20,7.50,210.00,101.00,0.90,18.10,19.19
Bansbari,Autumn,Tube-well,Un-treated,27.40,1.30,1.10,6.90,110.00,181.00,0.20,21.01,54.12
Bansbari,Autumn,Tube-well,Un-treated,25.60,5.50,6.10,8.20,210.00,230.00,1.10,11.11,34.12
Bansbari,Autumn,Tube-well,Un-treated,27.30,1.30,1.10,8.10,181.00,98.00,1.30,28.11,30.13
Chhetrapati,Autumn,Tube-well,Un-treated,28.20,2.30,0.20,6.50,221.00,228.00,1.10,35.44,43.98
Chhetrapati,Autumn,Tube-well,Un-treated,29.70,2.90,0.60,7.80,211.00,218.00,0.40,24.55,61.49
Chhetrapati,Autumn,Tube-well,Un-treated,27.80,1.90,1.10,8.60,194.00,280.00,1.60,2.09,68.34
Chhetrapati,Autumn,Tube-well,Un-treated,27.90,3.20,0.80,6.50,284.00,390.00,0.50,11.23,52.31
Chhetrapati,Autumn,Tube-well,Un-treated,27.60,2.10,2.10,7.50,184.00,293.00,0.20,15.18,43.56
Chhetrapati,Autumn,Tube-well,Un-treated,26.40,0.90,0.90,8.80,89.00,142.00,1.50,19.90,52.82
Chhetrapati,Autumn,Tube-well,Un-treated,28.30,2.10,0.30,6.30,212.00,111.00,2.90,17.60,60.60
Chhetrapati,Autumn,Tube-well,Un-treated,26.30,6.50,0.80,7.50,219.00,160.00,2.90,10.10,60.34
Chhetrapati,Autumn,Tube-well,Un-treated,25.30,1.10,0.30,6.50,160.00,191.00,3.10,11.44,44.33
Chhetrapati,Autumn,Tube-well,Un-treated,27.30,2.10,0.70,6.80,193.00,93.00,1.40,16.89,68.12
Chhetrapati,Autumn,Tube-well,Un-treated,26.90,1.70,1.10,6.50,295.00,41.00,0.20,11.12,98.67
Chhetrapati,Autumn,Tube-well,Un-treated,27.20,2.30,2.50,7.50,116.00,141.00,0.10,0.19,73.82
Chhetrapati,Autumn,Tube-well,Un-treated,28.20,3.20,2.90,7.80,135.00,121.00,0.20,0.19,54.32
Chhetrapati,Autumn,Tube-well,Un-treated,26.60,4.90,0.10,8.60,191.00,132.00,0.30,0.99,57.90
Chhetrapati,Autumn,Tube-well,Un-treated,27.60,4.70,1.20,7.50,290.00,96.00,0.20,10.87,60.89
Tripureshwor,Autumn,Dug well,Un-treated,26.90,2.70,1.09,8.10,153.00,518.00,1.60,20.32,53.12
Tripureshwor,Autumn,Dug well,Un-treated,27.60,2.10,2.12,8.60,197.00,510.00,1.00,13.04,51.91
Tripureshwor,Autumn,Dug well,Un-treated,26.80,3.10,2.26,8.60,187.00,202.00,3.00,18.04,66.98
Tripureshwor,Autumn,Dug well,Un-treated,27.60,2.80,1.02,8.70,212.00,192.00,0.50,113.08,51.11
Tripureshwor,Autumn,Dug well,Un-treated,29.10,1.20,1.12,8.30,586.00,501.00,0.10,29.02,66.22
Tripureshwor,Autumn,Dug well,Un-treated,28.50,2.40,2.11,8.90,919.00,185.00,1.10,23.01,68.78
Tripureshwor,Autumn,Dug well,Un-treated,27.50,1.20,3.13,8.70,193.00,210.00,1.00,121.98,44.73
Tripureshwor,Autumn,Dug well,Un-treated,29.10,2.90,2.07,6.10,182.00,188.00,0.10,133.53,23.98
Tripureshwor,Autumn,Dug well,Un-treated,25.50,2.50,1.19,8.60,186.00,191.00,1.00,121.02,45.91
Tripureshwor,Autumn,Dug well,Un-treated,26.10,6.20,5.51,8.50,109.00,79.00,0.20,88.05,55.67
Tripureshwor,Autumn,Dug well,Un-treated,28.40,2.50,3.21,7.60,1019.00,118.00,1.00,0.12,54.22
Tripureshwor,Autumn,Dug well,Un-treated,27.80,6.90,7.32,6.70,181.00,146.00,0.10,11.80,75.32
Tripureshwor,Autumn,Dug well,Un-treated,29.40,1.50,2.11,6.80,191.00,191.00,3.00,0.12,47.33
Tripureshwor,Autumn,Dug well,Un-treated,26.90,2.20,3.22,5.60,893.00,150.00,2.00,9.13,33.98
Tripureshwor,Autumn,Dug well,Un-treated,28.50,5.10,6.30,8.10,380.00,113.00,1.00,0.15,51.90
Baneshwor,Autumn,Dug well,Un-treated,29.70,3.20,1.09,8.30,1001.00,621.00,1.40,128.31,71.31
Baneshwor,Autumn,Dug well,Un-treated,28.90,4.30,2.19,8.70,154.00,189.00,2.00,86.33,51.20
Baneshwor,Autumn,Dug well,Un-treated,28.60,2.10,3.33,8.20,173.00,199.00,1.10,57.11,46.44
Baneshwor,Autumn,Dug well,Un-treated,29.80,2.20,1.04,6.60,185.00,192.00,1.30,12.12,40.32
Baneshwor,Autumn,Dug well,Un-treated,29.80,3.20,2.09,6.30,287.00,188.00,1.40,0.12,39.12
Baneshwor,Autumn,Dug well,Un-treated,27.90,1.10,3.12,7.60,192.00,194.00,2.20,0.16,46.33
Baneshwor,Autumn,Dug well,Un-treated,29.70,4.20,1.02,8.10,145.00,185.00,0.40,9.19,48.33
Baneshwor,Autumn,Dug well,Un-treated,28.40,2.70,2.19,8.60,211.00,197.00,0.10,9.01,33.44
Baneshwor,Autumn,Dug well,Un-treated,29.50,3.30,2.22,8.70,138.00,180.00,0.50,127.17,79.11
Baneshwor,Autumn,Dug well,Un-treated,27.20,2.90,2.66,8.30,169.00,84.00,0.10,112.13,65.23
Baneshwor,Autumn,Dug well,Un-treated,26.90,8.90,1.09,8.00,126.00,199.00,1.00,111.15,65.33
Baneshwor,Autumn,Dug well,Un-treated,28.60,2.90,3.05,8.30,188.00,196.00,1.50,151.33,63.11
Baneshwor,Autumn,Dug well,Un-treated,28.60,3.20,1.03,8.10,211.00,193.00,0.10,132.11,69.43
Baneshwor,Autumn,Dug well,Un-treated,27.40,1.90,2.07,7.50,202.00,162.00,0.30,162.33,77.11
Baneshwor,Autumn,Dug well,Un-treated,26.90,6.30,1.09,7.30,211.00,99.00,1.00,9.77,60.12
Bansbari,Autumn,Dug well,Un-treated,26.50,3.80,1.09,6.70,254.00,308.00,1.70,46.55,76.02
Bansbari,Autumn,Dug well,Un-treated,28.60,1.20,2.22,8.60,230.00,387.00,1.40,39.06,65.91
Bansbari,Autumn,Dug well,Un-treated,29.10,3.20,1.11,8.60,201.00,321.00,3.10,32.96,65.23
Bansbari,Autumn,Dug well,Un-treated,26.90,4.10,3.98,6.20,99.00,216.00,0.20,33.06,45.78
Bansbari,Autumn,Dug well,Un-treated,26.90,1.10,2.11,7.40,114.00,271.00,5.10,21.08,65.98
Bansbari,Autumn,Dug well,Un-treated,29.10,2.30,1.97,8.40,149.00,212.00,0.10,11.13,33.56
Bansbari,Autumn,Dug well,Un-treated,27.60,2.80,2.45,6.50,210.00,168.00,0.30,0.04,66.44
Bansbari,Autumn,Dug well,Un-treated,27.80,6.70,3.21,6.20,208.00,392.00,0.30,7.04,54.34
Bansbari,Autumn,Dug well,Un-treated,26.70,2.10,3.31,6.80,191.00,351.00,0.10,9.03,60.63
Bansbari,Autumn,Dug well,Un-treated,27.90,3.20,2.22,7.00,291.00,138.00,0.10,6.04,65.31
Bansbari,Autumn,Dug well,Un-treated,28.60,2.70,4.33,6.40,201.00,179.00,0.20,11.42,56.98
